Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Day_Category
91395,WAD3,CST-MUMBAI,RAVLI JN,Tuesday,Weekday
91396,WAD6,RAVLI JN,CST-MUMBAI,Saturday,Weekend
91491,WBO1,CST-MUMBAI,RAVLI JN,Thursday,Weekday
93001,VR-DRD,VIRAR,DAHANU ROAD,Monday,Weekday
93002,DRD-BVI,DAHANU ROAD,ANDHERI,Wednesday,Weekday
93003,VR-DRD,VIRAR,DAHANU ROAD,Wednesday,Weekday
93004,DRD-CCG,DAHANU ROAD,VIRAR,Saturday,Weekend
93005,CCG-DRD EMU,CHURCHGATE,DAHANU ROAD,Thursday,Weekday
93006,DRD-CCG,DAHANU ROAD,CHURCHGATE,Sunday,Weekend
93007,CCG-DRD,CHURCHGATE,DAHANU ROAD,Sunday,Weekend
93008,DRD-BVI,DAHANU ROAD,BORIVLI,Wednesday,Weekday
93009,ADH-DRD,ANDHERI,DAHANU ROAD,Friday,Weekday
93010,DRD-CCG,DAHANU ROAD,VIRAR,Tuesday,Weekday
93011,VR-DRD,VIRAR,DAHANU ROAD,Wednesday,Weekday
93012,DRD-VR,DAHANU ROAD,VIRAR,Tuesday,Weekday
93013,BVI-DRD,BORIVLI,DAHANU ROAD,Monday,Weekday
93014,DRD-DDR,DAHANU ROAD,VIRAR,Monday,Weekday
93015,CCG-DRD,CHURCHGATE,DAHANU ROAD,Saturday,Weekend
93016,DRD-CCG,DAHANU ROAD,CHURCHGATE,Friday,Weekday
93017,VR-DRD,VIRAR,DAHANU ROAD,Thursday,Weekday
93018,DRD-CCG,DAHANU ROAD,VIRAR,Monday,Weekday
93019,VR-DRD EMU,VIRAR,DAHANU ROAD,Thursday,Weekday
93020,DRD-DDR,DAHANU ROAD,DADAR,Monday,Weekday
93021,VR DRD LOCAL,VIRAR,DAHANU ROAD,Sunday,Weekend
93022,DRD DDR EMU,DAHANU ROAD,DADAR,Wednesday,Weekday
93023,VR DRD EMU,VIRAR,DAHANU ROAD,Saturday,Weekend
93024,DRD-VR,DAHANU ROAD,VIRAR,Thursday,Weekday
93025,CCG DRD EMU,CHURCHGATE,DAHANU ROAD,Monday,Weekday
93026,DRD  CCG EMU,DAHANU ROAD,CHURCHGATE,Thursday,Weekday
93027,DDR-DRD,DADAR,DAHANU ROAD,Thursday,Weekday
93028,DRD-CCG,DAHANU ROAD,CHURCHGATE,Tuesday,Weekday
93029,DDR DRD EMU,DADAR,DAHANU ROAD,Thursday,Weekday
93030,DRD-CCG,DAHANU ROAD,CHURCHGATE,Monday,Weekday
93031,VR - DRD,VIRAR,DAHANU ROAD,Thursday,Weekday
93032,DRD  VR EMU,DAHANU ROAD,VIRAR,Wednesday,Weekday
93033,CCG DRD EMU,CHURCHGATE,DAHANU ROAD,Sunday,Weekend
93034,DRD- VR  EMU,DAHANU ROAD,VIRAR,Tuesday,Weekday
93101,VR-DRD EMU,VIRAR,DAHANU ROAD,Sunday,Weekend
93102,DRD-VR MEMU,DAHANU ROAD,VIRAR,Sunday,Weekend
93103,DDR-DRD,CHURCHGATE,DAHANU ROAD,Sunday,Weekend
93104,DRD-VR,DAHANU ROAD,VIRAR,Saturday,Weekend
93105,VR-DRD,VIRAR,DAHANU ROAD,Wednesday,Weekday
93109,VR-DRD,VIRAR,DAHANU ROAD,Wednesday,Weekday
95001,KP3,KALYAN JN,PALASDARI,Thursday,Weekday
95002,KP4,PALASDARI,KALYAN JN,Wednesday,Weekday
95003,KP5,KALYAN JN,PALASDARI,Saturday,Weekend
95004,KP2,PALASDARI,KALYAN JN,Monday,Weekday
95005,KP7,KALYAN JN,PALASDARI,Thursday,Weekday
95006,KP6,PALASDARI,KALYAN JN,Sunday,Weekend
95007,KP9,KALYAN JN,PALASDARI,Tuesday,Weekday
95008,KP 8,PALASDARI,KALYAN JN,Tuesday,Weekday
95009,KP11,KALYAN JN,PALASDARI,Tuesday,Weekday
95010,KP10,PALASDARI,KALYAN JN,Tuesday,Weekday
95011,KP13,KALYAN JN,PALASDARI,Saturday,Weekend
95012,KP12,PALASDARI,KALYAN JN,Friday,Weekday
95013,KP-17,KALYAN JN,PALASDARI,Monday,Weekday
95101,S7,KALYAN JN,KARJAT,Tuesday,Weekday
95102,S8,KARJAT,KALYAN JN,Wednesday,Weekday
95103,S9,KALYAN JN,KARJAT,Saturday,Weekend
95104,S10,KARJAT,KALYAN JN,Wednesday,Weekday
95105,S11,KALYAN JN,KARJAT,Thursday,Weekday
95106,S12,KARJAT,KALYAN JN,Wednesday,Weekday
95107,S13,KALYAN JN,KARJAT,Friday,Weekday
95108,S14,KARJAT,KALYAN JN,Wednesday,Weekday
95109,S15,KALYAN JN,KARJAT,Thursday,Weekday
95110,S16,KARJAT,KALYAN JN,Tuesday,Weekday
95111,S17,KALYAN JN,KARJAT,Tuesday,Weekday
95112,S18,KARJAT,KALYAN JN,Monday,Weekday
95113,S19,KALYAN JN,KARJAT,Friday,Weekday
95114,S20,KARJAT,KALYAN JN,Tuesday,Weekday
95115,S21,KALYAN JN,KARJAT,Sunday,Weekend
95116,S22,KARJAT,KALYAN JN,Monday,Weekday
95117,S23,KALYAN JN,KARJAT,Thursday,Weekday
95118,S24,KARJAT,KALYAN JN,Sunday,Weekend
95119,S25,KALYAN JN,KARJAT,Thursday,Weekday
95120,S26,KARJAT,KALYAN JN,Friday,Weekday
95121,S27,KALYAN JN,KARJAT,Monday,Weekday
95122,S28,KARJAT,KALYAN JN,Wednesday,Weekday
95123,S29,KALYAN JN,KARJAT,Thursday,Weekday
95124,S30,KARJAT,KALYAN JN,Wednesday,Weekday
95125,S31,KALYAN JN,KARJAT,Tuesday,Weekday
95126,S32,KARJAT,KALYAN JN,Saturday,Weekend
95127,S33,KALYAN JN,KARJAT,Sunday,Weekend
95128,S34,KARJAT,KALYAN JN,Wednesday,Weekday
95129,S35,KALYAN JN,KARJAT,Wednesday,Weekday
95130,S36,KARJAT,KALYAN JN,Sunday,Weekend
95131,S37,KALYAN JN,KARJAT,Saturday,Weekend
95132,S38,KARJAT,KALYAN JN,Tuesday,Weekday
95134,S40,KARJAT,KALYAN JN,Saturday,Weekend
95136,S42,KARJAT,KALYAN JN,Wednesday,Weekday
95138,S44,KARJAT,KALYAN JN,Thursday,Weekday
95140,S46,KARJAT,KALYAN JN,Thursday,Weekday
95142,S48,KARJAT,KALYAN JN,Monday,Weekday
95144,S52,KARJAT,KALYAN JN,Sunday,Weekend
95201,BL1,KALYAN JN,BADLAPUR,Saturday,Weekend
95202,BL 8,BADLAPUR,KALYAN JN,Sunday,Weekend
95203,BL3,KALYAN JN,BADLAPUR,Wednesday,Weekday
95204,BL10,BADLAPUR,KALYAN JN,Tuesday,Weekday
95205,BL5,KALYAN JN,BADLAPUR,Friday,Weekday
95206,BL14,BADLAPUR,KALYAN JN,Wednesday,Weekday
95207,BL7,KALYAN JN,BADLAPUR,Saturday,Weekend
95208,BL18,BADLAPUR,KALYAN JN,Wednesday,Weekday
95209,BL9,KALYAN JN,BADLAPUR,Monday,Weekday
95210,BL46,BADLAPUR,KALYAN JN,Thursday,Weekday
95211,BL11,KALYAN JN,BADLAPUR,Sunday,Weekend
95212,BL48,BADLAPUR,KALYAN JN,Monday,Weekday
95213,BL13,KALYAN JN,BADLAPUR,Wednesday,Weekday
95214,DBL2,BADLAPUR,KALYAN JN,Saturday,Weekend
95215,BL15,KALYAN JN,BADLAPUR,Sunday,Weekend
95216,BL30,BADLAPUR,KALYAN JN,Tuesday,Weekday
95217,BL17,KALYAN JN,BADLAPUR,Sunday,Weekend
95218,BL32,BADLAPUR,KALYAN JN,Friday,Weekday
95219,BL19,KALYAN JN,BADLAPUR,Wednesday,Weekday
95220,BL34,BADLAPUR,KALYAN JN,Saturday,Weekend
95221,BL21,KALYAN JN,BADLAPUR,Tuesday,Weekday
95222,BL36,BADLAPUR,KALYAN JN,Friday,Weekday
95223,BL23,KALYAN JN,BADLAPUR,Thursday,Weekday
95224,BL38,BADLAPUR,KALYAN JN,Friday,Weekday
95225,BL25,KALYAN JN,BADLAPUR,Wednesday,Weekday
95226,BL40,BADLAPUR,KALYAN JN,Saturday,Weekend
95227,DBL1,KALYAN JN,BADLAPUR,Friday,Weekday
95228,BL42,BADLAPUR,KALYAN JN,Wednesday,Weekday
95229,BL29,KALYAN JN,BADLAPUR,Tuesday,Weekday
95230,BL44,BADLAPUR,KALYAN JN,Monday,Weekday
95231,BL31,KALYAN JN,BADLAPUR,Friday,Weekday
95232,BL50,BADLAPUR,KALYAN JN,Wednesday,Weekday
95233,BL33,KALYAN JN,BADLAPUR,Thursday,Weekday
95234,BL54,BADLAPUR,KALYAN JN,Thursday,Weekday
95235,BL35,KALYAN JN,BADLAPUR,Saturday,Weekend
95236,BL56,BADLAPUR,KALYAN JN,Wednesday,Weekday
95237,BL37,KALYAN JN,BADLAPUR,Friday,Weekday
95239,BL39,KALYAN JN,BADLAPUR,Monday,Weekday
95241,BL51,KALYAN JN,BADLAPUR,Saturday,Weekend
95301,DA1,KALYAN JN,AMBERNATH,Friday,Weekday
95302,A12,AMBERNATH,KALYAN JN,Tuesday,Weekday
95303,A11,KALYAN JN,AMBERNATH,Wednesday,Weekday
95304,A14,AMBERNATH,KALYAN JN,Monday,Weekday
95305,A13,KALYAN JN,AMBERNATH,Saturday,Weekend
95306,A16,AMBERNATH,KALYAN JN,Monday,Weekday
95307,A15,KALYAN JN,AMBERNATH,Saturday,Weekend
95308,A18,AMBERNATH,KALYAN JN,Tuesday,Weekday
95309,A17,KALYAN JN,AMBERNATH,Thursday,Weekday
95310,A20,AMBERNATH,KALYAN JN,Saturday,Weekend
95311,A19,KALYAN JN,AMBERNATH,Sunday,Weekend
95312,A22,AMBERNATH,KALYAN JN,Friday,Weekday
95313,A21,KALYAN JN,AMBERNATH,Monday,Weekday
95314,A24,AMBERNATH,KALYAN JN,Friday,Weekday
95315,A23,KALYAN JN,AMBERNATH,Monday,Weekday
95316,A26,AMBERNATH,KALYAN JN,Friday,Weekday
95317,A41,KALYAN JN,AMBERNATH,Tuesday,Weekday
95318,A32,AMBERNATH,KALYAN JN,Tuesday,Weekday
95319,A45,KALYAN JN,AMBERNATH,Friday,Weekday
95320,A58,AMBERNATH,KALYAN JN,Tuesday,Weekday
95321,A47,KALYAN JN,AMBERNATH,Thursday,Weekday
95322,DA2,AMBERNATH,KALYAN JN,Friday,Weekday
95323,A49,KALYAN JN,AMBERNATH,Tuesday,Weekday
95324,A46,AMBERNATH,KALYAN JN,Friday,Weekday
95325,A51,KALYAN JN,AMBERNATH,Sunday,Weekend
95326,A48,AMBERNATH,KALYAN JN,Sunday,Weekend
95327,A55,KALYAN JN,AMBERNATH,Saturday,Weekend
95328,A50,AMBERNATH,KALYAN JN,Monday,Weekday
95329,DA3,KALYAN JN,AMBERNATH,Thursday,Weekday
95330,A52,AMBERNATH,KALYAN JN,Sunday,Weekend
95331,A55,KALYAN JN,AMBERNATH,Monday,Weekday
95332,A54,AMBERNATH,KALYAN JN,Monday,Weekday
95334,A56,AMBERNATH,KALYAN JN,Monday,Weekday
95336,A62,AMBERNATH,KALYAN JN,Monday,Weekday
95338,A64,AMBERNATH,KALYAN JN,Tuesday,Weekday
95340,DA4,AMBERNATH,KALYAN JN,Monday,Weekday
95342,DA6,AMBERNATH,KALYAN JN,Friday,Weekday
95401,N7,KALYAN JN,KASARA,Tuesday,Weekday
95402,N6,KASARA,KALYAN JN,Thursday,Weekday
95403,N9,KALYAN JN,KASARA,Wednesday,Weekday
95404,N8,KASARA,KALYAN JN,Friday,Weekday
95405,N11,KALYAN JN,KASARA,Tuesday,Weekday
95406,N10,KASARA,KALYAN JN,Tuesday,Weekday
95407,N13,KALYAN JN,KASARA,Wednesday,Weekday
95408,N12,KASARA,KALYAN JN,Saturday,Weekend
95409,N15,KALYAN JN,KASARA,Sunday,Weekend
95410,N14,KASARA,KALYAN JN,Thursday,Weekday
95411,N17,KALYAN JN,KASARA,Wednesday,Weekday
95412,N16,KASARA,KALYAN JN,Thursday,Weekday
95413,N19,KALYAN JN,KASARA,Wednesday,Weekday
95414,N18,KASARA,KALYAN JN,Sunday,Weekend
95415,N21,KALYAN JN,KASARA,Friday,Weekday
95416,N20,KASARA,KALYAN JN,Sunday,Weekend
95417,N23,KALYAN JN,KASARA,Friday,Weekday
95418,N22,KASARA,KALYAN JN,Wednesday,Weekday
95419,N25,KALYAN JN,KASARA,Monday,Weekday
95420,N24,KASARA,KALYAN JN,Friday,Weekday
95421,N27,KALYAN JN,KASARA,Saturday,Weekend
95422,N26,KASARA,KALYAN JN,Saturday,Weekend
95423,N29,KALYAN JN,KASARA,Tuesday,Weekday
95424,N28,KASARA,KALYAN JN,Thursday,Weekday
95425,N33,KALYAN JN,KASARA,Tuesday,Weekday
95426,N30,KASARA,KALYAN JN,Friday,Weekday
95428,N32,KASARA,KALYAN JN,Monday,Weekday
95430,N34,KASARA,KALYAN JN,Sunday,Weekend
95501,AN5,KALYAN JN,ASANGAON,Saturday,Weekend
95502,AN6,ASANGAON,KALYAN JN,Wednesday,Weekday
95503,AN9,KALYAN JN,ASANGAON,Saturday,Weekend
95504,AN8,ASANGAON,KALYAN JN,Thursday,Weekday
95505,AN11,KALYAN JN,ASANGAON,Thursday,Weekday
95506,AN16,ASANGAON,KALYAN JN,Tuesday,Weekday
95507,AN15,KALYAN JN,ASANGAON,Monday,Weekday
95508,AN18,ASANGAON,KALYAN JN,Monday,Weekday
95509,AN19,KALYAN JN,ASANGAON,Monday,Weekday
95510,AN20,ASANGAON,KALYAN JN,Saturday,Weekend
95511,AN21,KALYAN JN,ASANGAON,Sunday,Weekend
95512,AN22,ASANGAON,KALYAN JN,Saturday,Weekend
95513,AN23,KALYAN JN,ASANGAON,Thursday,Weekday
95514,AN26,ASANGAON,KALYAN JN,Friday,Weekday
95515,AN25,KALYAN JN,ASANGAON,Sunday,Weekend
95516,AN30,ASANGAON,KALYAN JN,Tuesday,Weekday
95517,AN27,KALYAN JN,ASANGAON,Tuesday,Weekday
95601,TL9,KALYAN JN,TITVALA,Monday,Weekday
95602,TL14,TITVALA,KALYAN JN,Friday,Weekday
95603,TL11,KALYAN JN,TITVALA,Tuesday,Weekday
95604,TL20,TITVALA,KALYAN JN,Tuesday,Weekday
95605,TL13,KALYAN JN,TITVALA,Sunday,Weekend
95606,TL22,TITVALA,KALYAN JN,Monday,Weekday
95607,TL17,KALYAN JN,TITVALA,Sunday,Weekend
95608,TL46,TITVALA,KALYAN JN,Saturday,Weekend
95609,TL19,KALYAN JN,TITVALA,Saturday,Weekend
95610,TL48,TITVALA,KALYAN JN,Thursday,Weekday
95611,TL43,KALYAN JN,TITVALA,Tuesday,Weekday
95612,TL50,TITVALA,KALYAN JN,Saturday,Weekend
95613,TL45,KALYAN JN,TITVALA,Friday,Weekday
95614,TL52,TITVALA,KALYAN JN,Wednesday,Weekday
95615,TL49,KALYAN JN,TITVALA,Wednesday,Weekday
95616,TL54,TITVALA,KALYAN JN,Sunday,Weekend
95617,TL51,KALYAN JN,TITVALA,Friday,Weekday
95619,TL53,KALYAN JN,TITVALA,Saturday,Weekend
95701,K1,CST-MUMBAI,KALYAN JN,Tuesday,Weekday
95702,KW2,KALYAN JN,CST-MUMBAI,Monday,Weekday
95703,K11,CST-MUMBAI,KALYAN JN,Wednesday,Weekday
95704,K14,KALYAN JN,CST-MUMBAI,Sunday,Weekend
95705,K19,CST-MUMBAI,KALYAN JN,Tuesday,Weekday
95706,DK4,KALYAN JN,DADAR,Friday,Weekday
95707,K21,CST-MUMBAI,KALYAN JN,Wednesday,Weekday
95708,K20,KALYAN JN,CST-MUMBAI,Saturday,Weekend
95709,K27,CST-MUMBAI,KALYAN JN,Wednesday,Weekday
95710,K28,KALYAN JN,CST-MUMBAI,Saturday,Weekend
95711,K33,CST-MUMBAI,KALYAN JN,Tuesday,Weekday
95712,K30,KALYAN JN,CST-MUMBAI,Friday,Weekday
95713,DK5,DADAR,KALYAN JN,Wednesday,Weekday
95714,K32,KALYAN JN,CST-MUMBAI,Saturday,Weekend
95715,K41,CST-MUMBAI,KALYAN JN,Tuesday,Weekday
95716,K34,KALYAN JN,CST-MUMBAI,Monday,Weekday
95717,K53,CST-MUMBAI,KALYAN JN,Saturday,Weekend
95718,K36,KALYAN JN,CST-MUMBAI,Tuesday,Weekday
95719,K73,CST-MUMBAI,KALYAN JN,Friday,Weekday
95720,K42,KALYAN JN,CST-MUMBAI,Sunday,Weekend
95721,KW1,CST-MUMBAI,KALYAN JN,Wednesday,Weekday
95722,DK10,KALYAN JN,DADAR,Sunday,Weekend
95723,DK15,DADAR,KALYAN JN,Sunday,Weekend
95724,K56,KALYAN JN,CST-MUMBAI,Sunday,Weekend
95725,DK17,DADAR,KALYAN JN,Tuesday,Weekday
95726,K76,KALYAN JN,CST-MUMBAI,Thursday,Weekday
95727,K89,CST-MUMBAI,KALYAN JN,Sunday,Weekend
95728,K94,KALYAN JN,CST-MUMBAI,Sunday,Weekend
95729,DK21,DADAR,KALYAN JN,Tuesday,Weekday
95730,DK20,KALYAN JN,DADAR,Friday,Weekday
95731,K95,CST-MUMBAI,KALYAN JN,Wednesday,Weekday
95732,K98,KALYAN JN,CST-MUMBAI,Monday,Weekday
95733,K101,CST-MUMBAI,KALYAN JN,Friday,Weekday
95734,DK22,KALYAN JN,DADAR,Saturday,Weekend
95735,DK27,DADAR,KALYAN JN,Saturday,Weekend
95736,K102,KALYAN JN,CST-MUMBAI,Tuesday,Weekday
95737,K103,CST-MUMBAI,KALYAN JN,Monday,Weekday
95738,K106,KALYAN JN,CST-MUMBAI,Friday,Weekday
95739,K111,CST-MUMBAI,KALYAN JN,Sunday,Weekend
95740,K112,KALYAN JN,CST-MUMBAI,Wednesday,Weekday
95741,K115,CST-MUMBAI,KALYAN JN,Friday,Weekday
95742,K116,KALYAN JN,CST-MUMBAI,Wednesday,Weekday
95743,K119,CST-MUMBAI,KALYAN JN,Tuesday,Weekday
95744,K128,KALYAN JN,CST-MUMBAI,Saturday,Weekend
95745,K121,CST-MUMBAI,KALYAN JN,Sunday,Weekend
95746,K138,KALYAN JN,CST-MUMBAI,Thursday,Weekday
95801,DL35,CST-MUMBAI,DOMBIVLI,Wednesday,Weekday
95802,DL8,DOMBIVLI,CST-MUMBAI,Tuesday,Weekday
95804,DL26,DOMBIVLI,CST-MUMBAI,Saturday,Weekend
95805,DL49,CST-MUMBAI,DOMBIVLI,Saturday,Weekend
95808,DL 28,DOMBIVLI,CST-MUMBAI,Sunday,Weekend
95901,T17,CST-MUMBAI,THANE,Tuesday,Weekday
95902,T8,THANE,CST-MUMBAI,Wednesday,Weekday
95903,T27,CST-MUMBAI,THANE,Thursday,Weekday
95904,T36,THANE,CST-MUMBAI,Tuesday,Weekday
95905,T33,CST-MUMBAI,THANE,Monday,Weekday
95906,T42,THANE,CST-MUMBAI,Sunday,Weekend
95907,T43,CST-MUMBAI,THANE,Tuesday,Weekday
95908,T50,THANE,CST-MUMBAI,Friday,Weekday
95909,T107,CST-MUMBAI,THANE,Tuesday,Weekday
95910,T62,THANE,CST-MUMBAI,Sunday,Weekend
95911,T117,CST-MUMBAI,THANE,Monday,Weekday
95912,T74,THANE,CST-MUMBAI,Thursday,Weekday
95913,T127,CST-MUMBAI,THANE,Thursday,Weekday
95917,T117,CST-MUMBAI,THANE,Sunday,Weekend
95919,T131,CST-MUMBAI,THANE,Thursday,Weekday
96001,SKP1,KARJAT,PALASDARI,Wednesday,Weekday
96002,SKP2,PALASDARI,KARJAT,Sunday,Weekend
96003,KP1,KALYAN JN,PALASDARI,Sunday,Weekend
96004,SKP4,PALASDARI,KARJAT,Friday,Weekday
96005,SKP3,KARJAT,PALASDARI,Tuesday,Weekday
96006,SKP6,PALASDARI,KARJAT,Friday,Weekday
96007,SKP5,KARJAT,PALASDARI,Wednesday,Weekday
96008,SKP8,PALASDARI,KARJAT,Thursday,Weekday
96009,SKP7,KARJAT,PALASDARI,Saturday,Weekend
96010,SKP10,PALASDARI,KARJAT,Friday,Weekday
96011,SKP9,KARJAT,PALASDARI,Monday,Weekday
96012,SKP12,PALASDARI,KARJAT,Tuesday,Weekday
96013,SKP11,KARJAT,PALASDARI,Friday,Weekday
96014,SKP14,PALASDARI,KARJAT,Friday,Weekday
96015,SKP13,KARJAT,PALASDARI,Saturday,Weekend
96016,SKP16,PALASDARI,KARJAT,Tuesday,Weekday
96017,SKP15,KARJAT,PALASDARI,Monday,Weekday
96018,SKP18,PALASDARI,KARJAT,Tuesday,Weekday
96019,KP 15,KALYAN JN,PALASDARI,Friday,Weekday
96020,KP14,PALASDARI,KALYAN JN,Monday,Weekday
96022,SKP20,PALASDARI,KARJAT,Friday,Weekday
96101,S1,KALYAN JN,KARJAT,Saturday,Weekend
96102,S2,KARJAT,KALYAN JN,Sunday,Weekend
96103,TS1,KALYAN JN,KARJAT,Monday,Weekday
96104,S4,KARJAT,KALYAN JN,Wednesday,Weekday
96105,TS3,KALYAN JN,KARJAT,Tuesday,Weekday
96106,S6,KARJAT,KALYAN JN,Wednesday,Weekday
96107,S3,KALYAN JN,KARJAT,Monday,Weekday
96108,TS2,KARJAT,KALYAN JN,Saturday,Weekend
96109,S5,KALYAN JN,KARJAT,Tuesday,Weekday
96110,TS4,KARJAT,KALYAN JN,Monday,Weekday
96111,TS5,KALYAN JN,KARJAT,Friday,Weekday
96112,S50,KARJAT,KALYAN JN,Wednesday,Weekday
96113,TS7,KALYAN JN,KARJAT,Wednesday,Weekday
96114,S48,KARJAT,CST-MUMBAI,Monday,Weekday
96115,TS9,KALYAN JN,KARJAT,Sunday,Weekend
96116,S50,KARJAT,CST-MUMBAI,Friday,Weekday
96117,TS11,KALYAN JN,KARJAT,Monday,Weekday
96119,S39,KALYAN JN,KARJAT,Sunday,Weekend
96121,S41,KALYAN JN,KARJAT,Sunday,Weekend
96201,CBL1,KALYAN JN,BADLAPUR,Saturday,Weekend
96202,BL2,BADLAPUR,KALYAN JN,Wednesday,Weekday
96203,TBL1,KALYAN JN,BADLAPUR,Saturday,Weekend
96204,BL4,BADLAPUR,KALYAN JN,Monday,Weekday
96205,BL27,KALYAN JN,BADLAPUR,Thursday,Weekday
96206,BL6,BADLAPUR,KALYAN JN,Saturday,Weekend
96207,TBL3,KALYAN JN,BADLAPUR,Sunday,Weekend
96208,TBL2,BADLAPUR,KALYAN JN,Sunday,Weekend
96209,TBL5,KALYAN JN,BADLAPUR,Friday,Weekday
96210,BL12,BADLAPUR,KALYAN JN,Thursday,Weekday
96211,TBL7,KALYAN JN,BADLAPUR,Saturday,Weekend
96212,BL16,BADLAPUR,KALYAN JN,Tuesday,Weekday
96213,BL41,KALYAN JN,BADLAPUR,Friday,Weekday
96214,BL20,BADLAPUR,KALYAN JN,Friday,Weekday
96215,BL43,KALYAN JN,BADLAPUR,Friday,Weekday
96216,BL22,BADLAPUR,KALYAN JN,Friday,Weekday
96217,TBL9,KALYAN JN,BADLAPUR,Friday,Weekday
96218,BL24,BADLAPUR,KALYAN JN,Tuesday,Weekday
96219,BL45,KALYAN JN,BADLAPUR,Tuesday,Weekday
96220,BL26,BADLAPUR,KALYAN JN,Wednesday,Weekday
96221,BL47,KALYAN JN,BADLAPUR,Tuesday,Weekday
96222,BL28,BADLAPUR,KALYAN JN,Thursday,Weekday
96223,BL49,KALYAN JN,BADLAPUR,Friday,Weekday
96224,BL52,BADLAPUR,KALYAN JN,Saturday,Weekend
96225,BL53,KALYAN JN,BADLAPUR,Friday,Weekday
96226,BL58,BADLAPUR,KALYAN JN,Wednesday,Weekday
96227,DBL3,KALYAN JN,BADLAPUR,Sunday,Weekend
96228,BL60,BADLAPUR,KALYAN JN,Monday,Weekday
96232,CBL2,BADLAPUR,KALYAN JN,Saturday,Weekend
96234,BL62,BADLAPUR,KALYAN JN,Sunday,Weekend
96236,BL60,BADLAPUR,CST-MUMBAI,Saturday,Weekend
96301,A1,KALYAN JN,AMBERNATH,Monday,Weekday
96302,A2,AMBERNATH,KALYAN JN,Friday,Weekday
96303,A3,KALYAN JN,AMBERNATH,Friday,Weekday
96304,A4,AMBERNATH,KALYAN JN,Tuesday,Weekday
96305,A5,KALYAN JN,AMBERNATH,Friday,Weekday
96306,A6,AMBERNATH,KALYAN JN,Wednesday,Weekday
96307,A7,KALYAN JN,AMBERNATH,Friday,Weekday
96308,A8,AMBERNATH,KALYAN JN,Friday,Weekday
96309,A9,KALYAN JN,AMBERNATH,Friday,Weekday
96310,A10,AMBERNATH,KALYAN JN,Sunday,Weekend
96311,A25,KALYAN JN,AMBERNATH,Thursday,Weekday
96312,A28,AMBERNATH,KALYAN JN,Sunday,Weekend
96313,A27,KALYAN JN,AMBERNATH,Thursday,Weekday
96314,A30,AMBERNATH,KALYAN JN,Monday,Weekday
96315,A29,KALYAN JN,AMBERNATH,Saturday,Weekend
96316,A34,AMBERNATH,KALYAN JN,Sunday,Weekend
96317,A31,KALYAN JN,AMBERNATH,Monday,Weekday
96318,A36,AMBERNATH,KALYAN JN,Friday,Weekday
96319,A33,KALYAN JN,AMBERNATH,Saturday,Weekend
96320,A38,AMBERNATH,KALYAN JN,Wednesday,Weekday
96321,A35,KALYAN JN,AMBERNATH,Tuesday,Weekday
96322,A40,AMBERNATH,KALYAN JN,Saturday,Weekend
96323,A37,KALYAN JN,AMBERNATH,Monday,Weekday
96324,A42,AMBERNATH,KALYAN JN,Tuesday,Weekday
96325,A39,KALYAN JN,AMBERNATH,Thursday,Weekday
96326,A44,AMBERNATH,KALYAN JN,Sunday,Weekend
96327,TA1,KALYAN JN,AMBERNATH,Sunday,Weekend
96328,A60,AMBERNATH,KALYAN JN,Tuesday,Weekday
96329,A43,KALYAN JN,AMBERNATH,Tuesday,Weekday
96330,A66,AMBERNATH,KALYAN JN,Monday,Weekday
96331,TA3,KALYAN JN,AMBERNATH,Thursday,Weekday
96332,A68,AMBERNATH,KALYAN JN,Tuesday,Weekday
96333,A57,KALYAN JN,AMBERNATH,Sunday,Weekend
96334,A70,AMBERNATH,KALYAN JN,Tuesday,Weekday
96335,A59,KALYAN JN,AMBERNATH,Monday,Weekday
96336,A72,AMBERNATH,CST-MUMBAI,Saturday,Weekend
96337,A61,KALYAN JN,AMBERNATH,Sunday,Weekend
96339,DA5,KALYAN JN,AMBERNATH,Sunday,Weekend
96341,A63,KALYAN JN,AMBERNATH,Saturday,Weekend
96343,A65,KALYAN JN,AMBERNATH,Wednesday,Weekday
96345,A67,KALYAN JN,AMBERNATH,Friday,Weekday
96401,N1,KALYAN JN,KASARA,Saturday,Weekend
96402,N2,KASARA,KALYAN JN,Wednesday,Weekday
96403,N3,KALYAN JN,KASARA,Friday,Weekday
96404,N4,KASARA,KALYAN JN,Thursday,Weekday
96405,N5,KALYAN JN,KASARA,Sunday,Weekend
96406,N36,KASARA,KALYAN JN,Monday,Weekday
96407,TN1,KALYAN JN,KASARA,Friday,Weekday
96409,N31,KALYAN JN,KASARA,Saturday,Weekend
96501,TLAN1,TITVALA,ASANGAON,Wednesday,Weekday
96502,AN2,ASANGAON,KALYAN JN,Wednesday,Weekday
96503,KAN1,KALYAN JN,ASANGAON,Tuesday,Weekday
96504,AN4,ASANGAON,KALYAN JN,Saturday,Weekend
96505,TAN1,KALYAN JN,ASANGAON,Monday,Weekday
96506,TAN2,ASANGAON,KALYAN JN,Tuesday,Weekday
96507,AN1,KALYAN JN,ASANGAON,Tuesday,Weekday
96508,AN10,ASANGAON,KALYAN JN,Wednesday,Weekday
96509,AN3,KALYAN JN,ASANGAON,Wednesday,Weekday
96510,AN12,ASANGAON,KALYAN JN,Sunday,Weekend
96511,KAN3,KALYAN JN,ASANGAON,Monday,Weekday
